chr19:15778978-15778978	chr19:15917978-15917978
chr17:15433195-15433195	chr17:15492470-15492470
chr1:155045907-155045907	chr1:156779283-156779283
chr5:54614992-54614992	chr5:54579235-54579235
chr10:103816226-103816226	chr10:103826236-103826236
chr1:99950608-99950608	chr1:100178020-100178020
chr3:39349809-39349809	chr3:39374805-39374805
chr14:92333973-92333973	chr14:93264220-93264220
chr3:127360159-127360159	chr3:125877469-125877469
chr5:139720519-139720519	chr5:139740335-139740335
chr3:48652420-48652420	chr3:48677416-48677416
chr19:10891602-10891602	chr19:11030602-11030602
chrX:89181395-89181395	chrX:89294739-89294739
chr5:110863678-110863678	chr5:110835779-110835779
chr8:126128748-126128748	chr8:126059566-126059566
chr16:2098973-2098973	chr16:2158972-2158972
chr19:61151352-61151352	chr19:56459540-56459540
chr2:113327672-113327672	chr2:113611201-113611201
chr4:38505421-38505421	chr4:38829026-38829026
chrX:72963663-72963663	chrX:73046938-73046938
chr6:31944925-31944925	chr6:31836946-31836946
chr9:77900754-77900754	chr9:78710934-78710934
chr10:116032290-116032290	chr10:116042300-116042300
chr10:1160849-1160849	chr10:1170849-1170849
chr1:12079748-12079748	chr1:12157161-12157161
chr8:124123541-124123541	chr8:124054360-124054360
chr16:20405415-20405415	chr16:20497914-20497914
chr14:90456390-90456390	chr14:91386637-91386637
chrX:107817515-107817515	chrX:107930859-107930859
chr19:45100524-45100524	chr19:40408684-40408684
chr7:98333422-98333422	chr7:98495486-98495486
chr4:113597093-113597093	chr4:113377644-113377644
chr20:32156956-32156956	chr20:32693295-32693295
chr12:25289552-25289552	chr12:25398285-25398285
chr17:26694152-26694152	chr17:29670026-29670026
chr8:21823169-21823169	chr8:21767223-21767223
chr16:22833894-22833894	chr16:22926393-22926393
chr2:3727027-3727029	chr2:3749152-3749154
chr3:102660489-102660489	chr3:101177799-101177799
chr22:40402974-40402974	chr22:42073028-42073028
chr1:12778277-12778277	chr1:12855690-12855690
chr1:68400811-68400811	chr1:68628223-68628223
chr12:50997817-50997817	chr12:52711550-52711550
chr11:107626753-107626753	chr11:108121543-108121543
chr12:124704231-124704231	chr12:126138278-126138278
chr4:114396468-114396468	chr4:114177019-114177019
chr15:41456534-41456534	chr15:43669242-43669242
chr12:420355-420355	chr12:550094-550094
chr7:80212489-80212489	chr7:80374553-80374553
chr3:126733498-126733498	chr3:125250808-125250808
chr4:123073185-123073185	chr4:122853735-122853735
chr6:54299658-54299658	chr6:54191699-54191699
chr12:19500973-19500973	chr12:19609706-19609706
chr11:120934657-120934657	chr11:121429447-121429447
chr1:205139330-205139330	chr1:207072707-207072707
chr1:149582024-149582024	chr1:151315400-151315400
chr2:167811253-167811253	chr2:168103007-168103007
chr1:3935741-3935741	chr1:4035881-4035881
chr20:61661079-61661079	chr20:62190635-62190635
chr11:56137306-56137306	chr11:56380730-56380730
chr15:73862618-73862618	chr15:76075563-76075563
chr2:166505834-166505834	chr2:166797588-166797588
chr3:134851405-134851405	chr3:133368715-133368715
chrX:115502913-115502913	chrX:115588885-115588885
chr12:99421331-99421331	chr12:100897200-100897200
chr11:46914949-46914949	chr11:46958373-46958373
chr4:57048932-57048932	chr4:57354175-57354175
chr20:13046259-13046259	chr20:13098259-13098259
chr7:77594617-77594617	chr7:77756681-77756681
chr1:172228624-172228624	chr1:173962001-173962001
chr6:74129549-74129549	chr6:74072828-74072828
chr17:37220776-37220776	chr17:39967250-39967250
chr16:57095809-57095809	chr16:58538308-58538308
chr6:64452604-64452604	chr6:64394645-64394645
chr1:238137938-238137938	chr1:240071315-240071315
chr20:40414257-40414257	chr20:40980843-40980843
chr18:8783102-8783102	chr18:8793102-8793102
chr1:11989701-11989701	chr1:12067114-12067114
chr2:15334445-15334445	chr2:15416994-15416994
chr1:150551005-150551005	chr1:152284381-152284381
chr1:159432629-159432629	chr1:161166005-161166005
chr1:228539599-228539599	chr1:230472976-230472976
chr2:43876576-43876576	chr2:44023072-44023072
chr1:32614516-32614516	chr1:32841929-32841929
chr4:20161552-20161552	chr4:20552454-20552454
chr1:153590988-153590988	chr1:155324364-155324364
chr10:46507581-46507581	chr10:47087575-47087575
chr9:118777345-118777345	chr9:119737524-119737524
chr20:34867692-34867692	chr20:35434278-35434278
chr6:84290531-84290531	chr6:84233812-84233812
chr15:51017865-51017865	chr15:53230573-53230573
chr4:517631-517631	chr4:527631-527631
chr15:60325988-60325988	chr15:62538696-62538696
chr11:26539216-26539216	chr11:26582640-26582640
chr17:4950334-4950334	chr17:5009610-5009610
chrX:31097592-31097592	chrX:31187671-31187671
chr18:75995457-75995457	chr18:77894466-77894466
chr12:87110599-87110599	chr12:88586468-88586468
chr3:44596968-44596968	chr3:44621964-44621964
chr1:149400976-149400976	chr1:151134352-151134352
chr5:149225928-149225928	chr5:149245735-149245735
chr11:271191-271191	chr11:281191-281191
chr18:27593966-27593967	chr18:29339968-29339969
chr2:210226152-210226152	chr2:210517907-210517907
chr9:97948665-97948665	chr9:98908844-98908844
chr9:2066321-2066321	chr9:2076321-2076321
chr17:38966108-38966108	chr17:41610582-41610582
chr17:10356918-10356918	chr17:10416193-10416193
chr12:55886771-55886771	chr12:57600504-57600504
chr3:153028374-153028374	chr3:151545684-151545684
chr8:55700568-55700568	chr8:55538015-55538015
chr19:47101183-47101183	chr19:42409343-42409343
chr9:122273866-122273866	chr9:123234045-123234045
chr2:49098204-49098204	chr2:49244700-49244700
chr7:14707858-14707858	chr7:14741333-14741333
chr19:62676608-62676608	chr19:57984796-57984796
chr18:48532718-48532718	chr18:50278720-50278720
chr10:129794492-129794492	chr10:129904502-129904502
chr16:3783434-3783434	chr16:3843433-3843433
chr19:5795007-5795007	chr19:5844007-5844007
chr6:43115993-43115993	chr6:43008015-43008015
chr19:56908538-56908538	chr19:52216726-52216726
chr5:145842412-145842412	chr5:145862219-145862219
chr11:122261875-122261875	chr11:122756665-122756665
chr1:31977760-31977760	chr1:32205173-32205173
chr6:76771805-76771805	chr6:76715085-76715085
chr1:74730407-74730407	chr1:74957819-74957819
chr13:52522435-52522435	chr13:53624434-53624434
chr2:207116247-207116247	chr2:207408002-207408002
chr6:35501728-35501728	chr6:35393750-35393750
chr3:190073210-190073210	chr3:188590516-188590516
chr6:32039771-32039771	chr6:31931792-31931792
chr14:76342598-76342598	chr14:77272845-77272845
chr4:80079343-80079343	chr4:79860319-79860319
chr20:32794759-32794759	chr20:33331098-33331098
chr20:43360031-43360031	chr20:43926617-43926617
chr5:7920012-7920012	chr5:7867012-7867012
chr2:165502120-165502120	chr2:165793874-165793874
chr17:31217850-31217850	chr17:34193737-34193737
chr19:48371241-48371241	chr19:43679401-43679401
chr20:43919952-43919952	chr20:44486545-44486545
chr16:3017646-3017646	chr16:3077645-3077645
chr19:44091220-44091220	chr19:39399380-39399380
chr8:144692470-144692470	chr8:144621327-144621327
chr1:59137505-59137505	chr1:59364917-59364917
chr20:25268277-25268277	chr20:25320277-25320277
chr11:118749076-118749076	chr11:119243866-119243866
chr10:43605674-43605674	chr10:44285668-44285668
chr1:28021420-28021420	chr1:28148833-28148833
chr11:55815089-55815089	chr11:56058513-56058513
chr1:148162183-148162183	chr1:149895559-149895559
chrX:92364445-92364445	chrX:92477789-92477789
chr2:179076731-179076731	chr2:179368485-179368485
chr6:152599075-152599075	chr6:152557382-152557382
chr1:150542451-150542451	chr1:152275827-152275827
chr7:154413675-154413675	chr7:154782742-154782742
chr16:24725471-24725471	chr16:24817970-24817970
chr16:1901685-1901685	chr16:1961684-1961684
chr6:20259439-20259439	chr6:20151460-20151460
chr1:119275926-119275926	chr1:119474403-119474403
chr9:129195351-129195351	chr9:130155530-130155530
chr2:73169925-73169925	chr2:73316417-73316417
chr15:49529708-49529708	chr15:51742416-51742416
chr11:17388698-17388698	chr11:17432122-17432122
chr4:153478406-153478406	chr4:153258956-153258956
chr10:42920522-42920522	chr10:43600516-43600516
chr12:112195764-112195764	chr12:113711381-113711381
chr17:7563851-7563851	chr17:7623126-7623126
chr11:56214765-56214765	chr11:56458189-56458189
chr17:63372604-63372604	chr17:65942142-65942142
chr11:59749038-59749038	chr11:59992462-59992462
chr12:112041368-112041368	chr12:113556985-113556985
chr11:57752101-57752101	chr11:57995525-57995525
chr1:43907477-43907477	chr1:44134890-44134890
chr5:125999694-125999694	chr5:125971795-125971795
chr1:145875372-145875372	chr1:147408748-147408748
chr3:195337512-195337512	chr3:193854818-193854818
chr7:102817077-102817077	chr7:103029841-103029841
chrX:50107449-50107449	chrX:50090709-50090709
chr11:68578837-68578837	chr11:68822261-68822261
chr2:128242256-128242256	chr2:128525786-128525786
chr19:54847778-54847778	chr19:50155966-50155966
chr11:74233899-74233899	chr11:74556251-74556251
chr16:48906510-48906510	chr16:50349009-50349009
chr1:246525453-246525453	chr1:248458830-248458830
chr19:55239975-55239975	chr19:50548163-50548163
chrX:12813822-12813822	chrX:12903901-12903901
chr4:39780683-39780683	chr4:40104288-40104288
chr12:94939046-94939046	chr12:96414915-96414915
chr12:121910655-121910655	chr12:123344702-123344702
chr17:38497511-38497512	chr17:41243985-41243986
chr5:124008125-124008125	chr5:123980226-123980226
chr8:70205153-70205153	chr8:70042599-70042599
chr7:86870389-86870389	chr7:87032453-87032453
chr1:16735088-16735088	chr1:16862501-16862501
chr1:109291809-109291809	chr1:109490286-109490286
chr12:8103922-8103922	chr12:8212655-8212655
chr3:98921824-98921824	chr3:97439134-97439134
chr21:31960644-31960644	chr21:33038773-33038773
chr12:38280728-38280728	chr12:39994461-39994461
chr6:169923411-169923411	chr6:170181486-170181486
chr9:129924514-129924514	chr9:130884693-130884693
chr1:194920837-194920837	chr1:196654214-196654214
chr17:7519120-7519125	chr17:7578395-7578400
chr11:56991758-56991758	chr11:57235182-57235182
chr1:204408259-204408259	chr1:206241636-206241636
chr5:138671650-138671650	chr5:138643751-138643751
chr3:187469291-187469291	chr3:185986597-185986597
chr14:67123646-67123646	chr14:68053893-68053893
chr19:45594215-45594215	chr19:40902375-40902375
chr8:113318684-113318684	chr8:113249508-113249508
chr19:57212296-57212296	chr19:52520484-52520484
chr2:201388443-201388443	chr2:201680198-201680198
chr4:164492137-164492137	chr4:164272687-164272687
chr9:980675-980675	chr9:990675-990675
chr2:218977350-218977350	chr2:219269106-219269106
chr16:10113351-10113352	chr16:10205850-10205851
chr17:7518295-7518295	chr17:7577570-7577570
chr12:25148576-25148576	chr12:25257309-25257309
chr1:218265110-218265110	chr1:220198487-220198487
chrX:140821159-140821159	chrX:140993493-140993493
chr19:56014350-56014350	chr19:51322538-51322538
chr8:77779354-77779354	chr8:77616799-77616799
chr18:27734955-27734955	chr18:29480957-29480957
chr12:38047110-38047110	chr12:39760843-39760843
chr5:68717800-68717800	chr5:68682044-68682044
chr15:39129587-39129587	chr15:41342295-41342295
chr11:64433751-64433751	chr11:64677175-64677175
chr17:43260921-43260921	chr17:45905922-45905922
chr17:7519120-7519120	chr17:7578395-7578395
chr15:72417463-72417463	chr15:74630410-74630410
chr16:33648327-33648327	chr16:33740826-33740826
chr16:4415905-4415905	chr16:4475904-4475904
chr9:116848738-116848738	chr9:117808917-117808917
chrMT:8505-8505	NA
chr6:31710049-31710049	chr6:31602070-31602070
chr12:39610064-39610064	chr12:41323797-41323797
chr11:57752086-57752086	chr11:57995510-57995510
chr2:201971188-201971188	chr2:202262943-202262943
chr19:16660107-16660107	chr19:16799107-16799107
chr1:48476054-48476054	chr1:48703467-48703467
chrX:54006017-54006017	chrX:53989292-53989292
chr16:31216348-31216348	chr16:31308847-31308847
chr17:7191085-7191085	chr17:7250361-7250361
chr1:109043849-109043849	chr1:109242326-109242326
chr15:18694046-18694046	chr15:20434032-20434032
chr6:27891171-27891171	chr6:27783192-27783192
chr19:43793544-43793544	chr19:39101704-39101704
chr20:39224709-39224709	chr20:39791295-39791295
chr22:21959403-21959403	chr22:23629403-23629403
chr4:24442356-24442356	chr4:24833258-24833258
chr7:121437744-121437744	chr7:121650508-121650508
chr2:94901214-94901214	chr2:95537487-95537487
chr8:91064174-91064174	chr8:90994998-90994998
chr17:40285354-40285354	chr17:42929828-42929828
chr15:77137781-77137781	chr15:79350726-79350726
chr6:108432946-108432946	chr6:108326253-108326253
chr20:29424452-29424452	chr20:29960791-29960791
chr3:115438124-115438124	chr3:113955434-113955434
chr10:22063056-22063056	chr10:22023050-22023050
chr13:42464224-42464224	chr13:43566224-43566224
chr3:135760920-135760920	chr3:134278230-134278230
chr11:14471808-14471808	chr11:14515232-14515232
chr21:30631724-30631724	chr21:31709853-31709853
chr17:76548546-76548546	chr17:78933951-78933951
chr2:157060810-157060810	chr2:157352564-157352564
chr1:19058640-19058640	chr1:19186053-19186053
chr6:70091598-70091598	chr6:70034877-70034877
chr20:33706622-33706622	chr20:34243208-34243208
chr4:158476447-158476447	chr4:158256997-158256997
chrX:135256924-135256924	chrX:135429258-135429258
chr14:105378358-105378358	chr14:106307313-106307313
chr1:151599938-151599938	chr1:153333314-153333314
chr14:87806874-87806874	chr14:88737121-88737121
chr1:178082263-178082264	chr1:179815640-179815641
chr16:4875527-4875527	chr16:4935526-4935526
chr2:179349406-179349406	chr2:179641161-179641161
chr17:7270274-7270274	chr17:7329550-7329550
chr2:209753631-209753631	chr2:210045386-210045386
chr1:108219059-108219059	chr1:108417536-108417536
chrMT:11173-11173	NA
chr6:132902076-132902076	chr6:132860383-132860383
chr11:57703726-57703726	chr11:57947150-57947150
chr8:55696210-55696210	chr8:55533657-55533657
chr1:94337125-94337125	chr1:94564537-94564537
chr2:222136781-222136781	chr2:222428537-222428537
chr12:50593228-50593228	chr12:52306961-52306961
chr2:74286398-74286398	chr2:74432890-74432890
chr1:161012065-161012065	chr1:162745441-162745441
chr1:30964349-30964349	chr1:31191762-31191762
chr15:24344342-24344342	chr15:26793249-26793249
chr1:145847615-145847615	chr1:147380991-147380991
chr21:14438939-14438939	chr21:15517068-15517068
chr7:107622108-107622108	chr7:107834872-107834872
chr13:107659673-107659673	chr13:108861672-108861672
chr10:27574904-27574904	chr10:27534898-27534898
chrX:79830228-79830228	chrX:79943572-79943572
chr2:27519255-27519255	chr2:27665751-27665751
chr7:55681188-55681188	chr7:55713694-55713694
chr16:28969566-28969566	chr16:29062065-29062065
chr11:123353070-123353070	chr11:123847860-123847860
chrX:106984526-106984526	chrX:107097870-107097870
chr9:32624324-32624324	chr9:32634324-32634324
chr17:40872668-40872668	chr17:43516885-43516885
chr6:30422202-30422202	chr6:30314223-30314223
chr10:82177222-82177222	chr10:82187242-82187242
chr1:144300681-144300681	chr1:145589324-145589324
chr1:229402622-229402622	chr1:231335999-231335999
chr4:151728662-151728662	chr4:151509212-151509212
chr3:45534562-45534562	chr3:45559558-45559558
chr11:89034999-89034999	chr11:89395351-89395351
chr9:68163889-68163889	chr9:68774069-68774069
chr7:992927-992927	chr7:1026401-1026401
chr21:39805568-39805568	chr21:40883698-40883698
chr7:77246375-77246375	chr7:77408439-77408439
chr3:185152035-185152035	chr3:183669341-183669341
chr22:22912233-22912233	chr22:24582233-24582233
chr12:61035389-61035389	chr12:62749122-62749122
chr7:150900724-150900724	chr7:151269791-151269791
chr12:54255152-54255152	chr12:55968885-55968885
chr1:100570743-100570743	chr1:100798155-100798155
chr1:6055425-6055425	chr1:6132838-6132838
chr5:121787067-121787067	chr5:121759168-121759168
chr19:22154982-22154982	chr19:22363142-22363142
chr2:10021890-10021890	chr2:10104439-10104439
chr21:42857886-42857886	chr21:43984817-43984817
chr2:143702633-143702633	chr2:143986163-143986163
chr16:2757698-2757698	chr16:2817697-2817697
chr19:40910354-40910354	chr19:36218514-36218514
chr10:21501362-21501362	chr10:21461356-21461356
chr6:5205959-5205959	chr6:5260960-5260960
chr16:54286690-54286690	chr16:55729189-55729189
chr19:54590244-54590244	chr19:49898432-49898432
chr3:162703946-162703946	chr3:161221252-161221252
chr8:30329300-30329300	chr8:30209758-30209758
chr5:1388172-1388172	chr5:1335172-1335172
chr7:140968038-140968038	chr7:141321569-141321569
chr1:16133761-16133761	chr1:16261174-16261174
chr9:906902-906902	chr9:916902-916902
chr15:90448658-90448658	chr15:92647654-92647654
chr13:50723733-50723733	chr13:51825732-51825732
chr7:150568130-150568130	chr7:150937197-150937197
chr17:10234537-10234537	chr17:10293812-10293812
chr1:190813996-190813996	chr1:192547373-192547373
chr14:92719837-92719837	chr14:93650084-93650084
chr12:50981998-50981998	chr12:52695731-52695731
chr3:51405374-51405374	chr3:51430334-51430334
chr16:1352862-1352862	chr16:1412861-1412861
chr5:95196489-95196489	chr5:95170733-95170733
chr17:8156303-8156303	chr17:8215578-8215578
chr13:102248936-102248936	chr13:103450935-103450935
chr5:140456887-140456887	chr5:140476703-140476703
chr12:120771978-120771978	chr12:122287595-122287595
chr20:690441-690441	chr20:742441-742441
chrX:89181468-89181468	chrX:89294812-89294812
chr10:30358368-30358368	chr10:30318362-30318362
chr9:79171486-79171486	chr9:79981666-79981666
chr16:68573776-68573776	chr16:70016275-70016275
chr12:42112783-42112783	chr12:43826516-43826516
chr17:53281657-53281657	chr17:55926658-55926658
chr7:5534744-5534744	chr7:5568218-5568218
chr11:57727340-57727340	chr11:57970764-57970764
chr19:9065363-9065363	chr19:9204363-9204363
